Cliente_Cod,Cliente_Status,Cliente_Idade,Cliente_Genero,Dependent_count,Cliente_Nivel_Educacao,Estado_Civil,Categoria_Cartao
827703258,Existing Customer,42,M,4,High School,Married,Blue
807379833,Attrited Customer,48,M,3,Graduate,Divorced,Blue
711178383,Existing Customer,47,M,2,Post-Graduate,Married,Blue
712203333,Existing Customer,51,M,3,Graduate,Married,Blue
709261383,Existing Customer,56,F,3,Graduate,Married,Blue
715829358,Existing Customer,33,F,4,College,Married,Blue
713213133,Existing Customer,36,M,2,Graduate,Single,Blue
778860783,Attrited Customer,57,M,2,Unknown,Divorced,Blue
779442783,Existing Customer,39,F,1,Graduate,Single,Blue
780008358,Attrited Customer,59,M,0,Uneducated,Unknown,Blue
721274208,Attrited Customer,41,F,2,High School,Single,Blue
714076683,Attrited Customer,29,F,0,College,Married,Blue
788791383,Existing Customer,39,F,3,High School,Married,Blue
709459608,Existing Customer,47,F,2,Unknown,Unknown,Blue
711560058,Existing Customer,49,M,1,High School,Married,Blue
717657333,Existing Customer,43,F,3,Graduate,Single,Blue
812218908,Attrited Customer,46,F,2,Unknown,Married,Blue
787482033,Attrited Customer,60,M,1,High School,Divorced,Blue
779141658,Existing Customer,48,M,4,Graduate,Married,Blue
813810333,Attrited Customer,50,M,3,Post-Graduate,Married,Blue
789613083,Existing Customer,47,M,3,Uneducated,Divorced,Blue
794540883,Existing Customer,56,F,1,Post-Graduate,Married,Blue
811889808,Existing Customer,43,M,3,Graduate,Married,Blue
720509433,Existing Customer,51,F,2,College,Single,Blue
715091208,Existing Customer,42,M,3,High School,Married,Blue
719269308,Existing Customer,49,F,2,Graduate,Unknown,Blue
718200333,Existing Customer,47,F,3,Uneducated,Single,Blue
713487633,Existing Customer,44,M,3,Post-Graduate,Married,Blue
789363408,Existing Customer,44,M,3,High School,Married,Silver
713916708,Existing Customer,53,M,3,Graduate,Single,Gold
823833483,Existing Customer,41,M,3,Graduate,Single,Blue
717756258,Existing Customer,49,M,2,Unknown,Married,Blue
712879158,Existing Customer,49,M,1,High School,Married,Gold
709474683,Existing Customer,42,F,3,College,Married,Blue
772313358,Existing Customer,50,M,3,High School,Single,Blue
711856683,Existing Customer,51,M,3,Post-Graduate,Married,Blue
718530258,Existing Customer,52,F,3,Uneducated,Divorced,Blue
716288208,Existing Customer,48,M,3,Graduate,Single,Blue
718712583,Existing Customer,44,M,2,Uneducated,Married,Blue
806432433,Existing Customer,40,F,2,High School,Single,Blue
720074583,Existing Customer,42,M,1,Graduate,Unknown,Blue
768848658,Existing Customer,43,F,3,Unknown,Single,Blue
709895508,Existing Customer,42,M,3,Graduate,Married,Blue
711542358,Existing Customer,42,F,4,High School,Married,Gold
718773333,Existing Customer,51,F,4,Unknown,Single,Blue
816832383,Existing Customer,61,F,1,High School,Single,Blue
714042108,Existing Customer,59,M,0,Uneducated,Single,Blue
714664683,Existing Customer,46,F,4,Uneducated,Married,Blue
713894358,Existing Customer,51,M,2,Post-Graduate,Unknown,Gold
715436883,Existing Customer,48,F,3,Post-Graduate,Married,Blue
715260558,Existing Customer,44,F,4,High School,Single,Blue
713664258,Existing Customer,56,M,2,Unknown,Single,Blue
713364783,Existing Customer,42,F,1,Post-Graduate,Single,Blue
718078008,Existing Customer,40,M,2,College,Divorced,Blue
798546408,Existing Customer,61,F,1,College,Single,Blue
779018508,Existing Customer,45,M,4,Uneducated,Single,Blue
802668333,Attrited Customer,49,M,2,Graduate,Single,Blue
718320933,Existing Customer,47,M,3,Uneducated,Married,Blue
789016983,Existing Customer,45,F,3,High School,Married,Blue
713907633,Existing Customer,43,M,3,College,Unknown,Blue
708474333,Existing Customer,42,M,3,Graduate,Married,Blue
778894233,Existing Customer,42,M,5,High School,Unknown,Blue
717244683,Existing Customer,43,F,3,College,Married,Blue
711410958,Existing Customer,40,M,3,High School,Married,Blue
799711833,Existing Customer,50,F,3,College,Married,Blue
714047733,Existing Customer,53,F,3,Graduate,Single,Blue
710061783,Attrited Customer,49,M,1,Graduate,Married,Blue
711082908,Existing Customer,44,M,4,Uneducated,Single,Blue
721190358,Existing Customer,49,M,4,Unknown,Unknown,Blue
712760208,Existing Customer,42,F,4,Graduate,Married,Blue
751563933,Existing Customer,43,F,3,High School,Married,Blue
815498733,Existing Customer,51,F,3,Unknown,Single,Blue
718433508,Existing Customer,40,F,3,Uneducated,Unknown,Blue
720935658,Existing Customer,57,F,4,Post-Graduate,Single,Blue
714754533,Existing Customer,51,M,0,Doctorate,Single,Platinum
714713508,Existing Customer,49,M,2,Doctorate,Divorced,Blue
715038033,Existing Customer,61,M,1,Graduate,Single,Blue
809169858,Existing Customer,62,M,2,Graduate,Single,Blue
718379358,Existing Customer,39,M,1,Unknown,Single,Silver
779456508,Existing Customer,52,M,2,Graduate,Divorced,Blue
708907833,Existing Customer,38,F,1,High School,Single,Blue
708693558,Existing Customer,50,F,3,High School,Single,Silver
718665933,Existing Customer,43,M,3,Unknown,Divorced,Blue
816073983,Existing Customer,53,F,2,College,Single,Blue
715851333,Existing Customer,42,M,4,High School,Married,Blue
712884408,Existing Customer,43,F,1,High School,Single,Blue
715404783,Existing Customer,43,F,4,Graduate,Married,Blue
773356008,Existing Customer,57,M,2,Post-Graduate,Divorced,Blue
789525408,Existing Customer,50,F,0,Uneducated,Married,Blue
721212258,Existing Customer,48,M,4,High School,Single,Blue
719625933,Existing Customer,41,M,3,Graduate,Married,Blue
714304458,Existing Customer,44,M,3,High School,Married,Blue
819975183,Existing Customer,44,F,4,College,Single,Silver
785515533,Existing Customer,43,F,2,College,Married,Blue
720712533,Existing Customer,51,M,3,Graduate,Married,Gold
709861008,Existing Customer,47,M,4,Post-Graduate,Married,Blue
713911233,Existing Customer,47,F,3,Doctorate,Single,Silver
712580958,Existing Customer,38,M,1,High School,Single,Blue
719473458,Existing Customer,46,M,3,High School,Single,Blue
711764733,Existing Customer,41,F,4,Uneducated,Unknown,Silver
794124708,Existing Customer,47,M,2,Graduate,Unknown,Blue
780707733,Existing Customer,41,M,1,Graduate,Married,Blue
780620883,Existing Customer,49,F,2,Uneducated,Single,Blue
720849708,Existing Customer,44,M,4,Graduate,Single,Blue
789312033,Attrited Customer,48,F,4,Post-Graduate,Single,Blue
778742358,Existing Customer,44,M,4,Graduate,Married,Blue
719658858,Existing Customer,50,F,4,Doctorate,Married,Silver
713425383,Attrited Customer,59,F,1,High School,Single,Blue
770842833,Attrited Customer,49,F,3,High School,Married,Silver
712029783,Existing Customer,42,M,4,Uneducated,Single,Silver
718893333,Existing Customer,52,M,3,Graduate,Married,Blue
711203658,Existing Customer,46,M,3,Graduate,Unknown,Blue
718567758,Existing Customer,41,M,1,College,Married,Blue
771719283,Existing Customer,39,F,4,Doctorate,Married,Blue
717926358,Existing Customer,46,F,2,Graduate,Single,Blue
779751258,Existing Customer,45,F,2,Graduate,Married,Blue
774491958,Existing Customer,53,M,3,High School,Single,Blue
713428833,Existing Customer,42,M,3,Unknown,Married,Blue
714166833,Existing Customer,44,F,3,Graduate,Single,Silver
809464608,Attrited Customer,47,F,3,High School,Married,Silver
789681708,Existing Customer,46,M,3,Uneducated,Married,Gold
713102733,Existing Customer,38,F,3,Graduate,Single,Gold
715195383,Existing Customer,46,F,3,Graduate,Divorced,Blue
812408058,Existing Customer,39,M,2,Unknown,Unknown,Blue
787226508,Existing Customer,47,M,2,College,Single,Blue
713537733,Existing Customer,46,M,4,Doctorate,Unknown,Gold
715170183,Existing Customer,45,M,2,Graduate,Married,Blue
717109983,Existing Customer,50,F,2,High School,Married,Blue
713208033,Existing Customer,43,F,3,High School,Married,Blue
712788258,Existing Customer,48,M,3,College,Married,Blue
758382183,Existing Customer,50,F,3,Graduate,Unknown,Blue
715469583,Existing Customer,40,F,2,Graduate,Unknown,Blue
709235058,Existing Customer,46,M,4,College,Married,Silver
714786483,Existing Customer,45,M,4,College,Single,Blue
713299758,Existing Customer,53,M,1,High School,Single,Blue
771912408,Existing Customer,49,F,2,Graduate,Married,Blue
721445658,Existing Customer,52,F,2,Post-Graduate,Single,Blue
719787633,Existing Customer,47,M,0,Graduate,Married,Silver
713697933,Existing Customer,47,M,2,Uneducated,Single,Blue
712208658,Existing Customer,43,M,2,High School,Single,Blue
708219108,Existing Customer,49,M,3,College,Divorced,Blue
709065483,Existing Customer,40,F,3,College,Divorced,Blue
715237683,Existing Customer,53,F,4,Graduate,Single,Blue
712925808,Attrited Customer,51,F,1,Unknown,Married,Blue
788931558,Existing Customer,46,M,2,High School,Single,Blue
717521508,Existing Customer,41,M,3,High School,Single,Gold
713688933,Existing Customer,42,F,0,Unknown,Married,Blue
712405908,Existing Customer,50,M,2,High School,Unknown,Blue
789298833,Existing Customer,51,M,2,Uneducated,Divorced,Blue
715729683,Existing Customer,44,M,3,High School,Single,Silver
717682233,Existing Customer,49,M,4,Uneducated,Married,Blue
712266633,Existing Customer,51,F,2,Unknown,Married,Blue
719272458,Existing Customer,53,F,5,Graduate,Single,Blue
780769308,Existing Customer,49,F,4,Unknown,Single,Blue
721468533,Existing Customer,59,M,1,Graduate,Single,Blue
816615633,Existing Customer,47,F,2,Doctorate,Married,Blue
720167508,Existing Customer,50,M,3,Uneducated,Single,Blue
711152658,Existing Customer,44,M,4,Graduate,Single,Silver
771772083,Existing Customer,48,M,4,Graduate,Married,Blue
708419733,Attrited Customer,47,M,3,College,Single,Blue
709372608,Existing Customer,43,M,4,Uneducated,Married,Blue
788907033,Existing Customer,40,M,2,High School,Unknown,Blue
711136008,Existing Customer,41,M,4,Graduate,Single,Blue
716691783,Existing Customer,46,F,3,High School,Single,Blue
812618883,Existing Customer,47,M,2,High School,Divorced,Silver
715908558,Existing Customer,44,M,0,Graduate,Unknown,Silver
718024908,Existing Customer,52,F,2,Graduate,Unknown,Blue
709558608,Existing Customer,39,M,3,Uneducated,Single,Blue
824177733,Existing Customer,53,F,2,High School,Single,Blue
719784708,Existing Customer,49,M,0,Unknown,Married,Blue
717535083,Existing Customer,52,F,2,Post-Graduate,Married,Blue
712453308,Existing Customer,46,M,4,High School,Divorced,Silver
721008933,Existing Customer,44,F,2,Graduate,Divorced,Blue
720859533,Existing Customer,52,F,2,High School,Single,Blue
789556533,Existing Customer,52,M,4,Graduate,Married,Blue
717656433,Existing Customer,50,F,2,Graduate,Single,Blue
792524358,Existing Customer,55,M,3,High School,Single,Gold
758211483,Existing Customer,45,M,5,Unknown,Married,Blue
801380808,Attrited Customer,44,M,2,Doctorate,Married,Blue
716329383,Attrited Customer,46,F,3,Graduate,Single,Blue
716871633,Existing Customer,49,M,1,Uneducated,Single,Blue
718491708,Existing Customer,53,F,2,College,Single,Blue
787502883,Existing Customer,60,F,1,Doctorate,Single,Silver
715183308,Existing Customer,47,M,3,Post-Graduate,Unknown,Silver
713872833,Existing Customer,54,F,2,Graduate,Single,Blue
708535158,Existing Customer,39,M,2,Post-Graduate,Unknown,Blue
711658758,Existing Customer,46,F,3,Uneducated,Married,Blue
717248583,Existing Customer,43,F,3,College,Married,Silver
713087958,Existing Customer,53,M,4,High School,Divorced,Blue
721495458,Existing Customer,44,M,3,Graduate,Married,Blue
786097158,Existing Customer,48,M,2,High School,Married,Blue
712219083,Existing Customer,41,M,3,Uneducated,Single,Blue
715327683,Attrited Customer,45,F,4,Post-Graduate,Single,Blue
715624533,Existing Customer,41,F,3,Unknown,Unknown,Blue
715599633,Existing Customer,51,M,1,College,Married,Silver
718958583,Attrited Customer,44,M,4,Post-Graduate,Single,Blue
717397983,Existing Customer,39,M,2,Uneducated,Single,Blue
715037133,Existing Customer,40,M,3,Doctorate,Unknown,Blue
818767458,Existing Customer,41,M,3,Graduate,Married,Blue
778863258,Attrited Customer,46,F,4,Unknown,Married,Blue
712075083,Attrited Customer,50,M,4,High School,Single,Blue
711963183,Existing Customer,50,M,3,Uneducated,Married,Blue
720903258,Attrited Customer,48,M,3,Unknown,Unknown,Blue
772404633,Existing Customer,49,M,2,Graduate,Married,Silver
713302758,Existing Customer,49,M,2,Graduate,Married,Blue
717859233,Existing Customer,41,M,5,Graduate,Married,Blue
712955433,Existing Customer,36,F,4,Uneducated,Unknown,Blue
718292283,Existing Customer,52,F,1,High School,Single,Blue
713197308,Existing Customer,42,M,4,Graduate,Married,Silver
789175683,Existing Customer,49,F,2,College,Married,Silver
811700058,Attrited Customer,41,M,2,Graduate,Single,Gold
818476383,Existing Customer,50,M,1,Unknown,Unknown,Silver
720164358,Attrited Customer,53,F,4,Graduate,Single,Blue
710357208,Existing Customer,49,M,4,Uneducated,Married,Blue
711325308,Attrited Customer,46,M,3,Unknown,Single,Blue
721486908,Existing Customer,51,F,5,High School,Single,Blue
711210633,Existing Customer,51,M,3,Uneducated,Single,Blue
712570458,Existing Customer,51,F,2,High School,Married,Blue
712058133,Existing Customer,54,F,2,College,Single,Blue
708153558,Existing Customer,46,M,5,Doctorate,Divorced,Blue
709893858,Attrited Customer,43,M,3,Post-Graduate,Married,Blue
709225758,Existing Customer,48,F,3,Post-Graduate,Married,Blue
709984083,Existing Customer,43,F,3,Unknown,Single,Blue
711854808,Attrited Customer,41,M,3,High School,Married,Blue
822125283,Existing Customer,49,M,3,Uneducated,Married,Blue
717340608,Existing Customer,51,F,3,High School,Single,Gold
711084183,Existing Customer,47,F,5,Uneducated,Unknown,Blue
720891633,Attrited Customer,53,F,2,High School,Single,Blue
719607183,Existing Customer,55,F,2,Graduate,Single,Blue
715839708,Existing Customer,51,M,1,Graduate,Married,Blue
717008358,Existing Customer,40,F,1,Unknown,Married,Blue
769152783,Attrited Customer,60,F,2,High School,Single,Blue
788240358,Existing Customer,40,F,5,Graduate,Married,Silver
716098683,Existing Customer,46,F,5,Graduate,Unknown,Blue
802675983,Existing Customer,42,F,3,Graduate,Married,Blue
712716108,Existing Customer,46,F,2,Graduate,Single,Blue
709238358,Existing Customer,51,F,0,Uneducated,Married,Blue
708682908,Existing Customer,43,F,4,Unknown,Single,Blue
812794983,Existing Customer,41,F,3,College,Married,Blue
708968733,Existing Customer,47,M,3,Uneducated,Married,Blue
779315508,Attrited Customer,43,M,4,Post-Graduate,Single,Blue
740065833,Existing Customer,47,F,3,Graduate,Single,Silver
721063533,Existing Customer,51,M,2,Graduate,Single,Blue
718189908,Existing Customer,44,F,4,Unknown,Unknown,Gold
780064983,Existing Customer,44,M,1,Graduate,Married,Gold
770920908,Existing Customer,39,F,0,Unknown,Single,Silver
718046433,Existing Customer,53,F,2,Graduate,Unknown,Blue
711842508,Existing Customer,45,M,3,Uneducated,Unknown,Blue
772869033,Existing Customer,47,M,3,Unknown,Single,Gold
715298808,Existing Customer,40,M,2,High School,Divorced,Blue
708877458,Existing Customer,50,F,3,Uneducated,Married,Blue
787496733,Existing Customer,47,F,2,Uneducated,Married,Blue
789469083,Existing Customer,55,M,2,Unknown,Single,Blue
709497108,Existing Customer,44,F,2,High School,Married,Blue
784819758,Existing Customer,54,F,1,Graduate,Single,Blue
720412308,Existing Customer,40,M,4,Unknown,Married,Blue
719178183,Existing Customer,50,M,2,Graduate,Married,Silver
789560433,Attrited Customer,49,M,3,Post-Graduate,Single,Blue
712931733,Existing Customer,49,F,4,Graduate,Single,Blue
714417183,Existing Customer,39,F,1,Uneducated,Unknown,Blue
771097683,Attrited Customer,43,M,2,High School,Single,Blue
713824983,Existing Customer,43,F,0,High School,Married,Blue
715360458,Existing Customer,45,F,3,Graduate,Divorced,Blue
711736083,Attrited Customer,47,F,4,College,Divorced,Blue
714821433,Existing Customer,45,F,4,College,Married,Blue
779263533,Existing Customer,34,F,2,Graduate,Unknown,Silver
773988708,Existing Customer,52,M,2,Uneducated,Married,Silver
719623083,Existing Customer,33,F,1,Doctorate,Unknown,Gold
718304583,Attrited Customer,43,M,2,Unknown,Married,Gold
720198183,Existing Customer,42,M,5,College,Married,Blue
780545133,Existing Customer,49,M,3,Graduate,Single,Blue
711128433,Existing Customer,55,M,3,Uneducated,Single,Blue
789960783,Existing Customer,39,F,1,Graduate,Unknown,Silver
709556208,Existing Customer,40,F,3,College,Single,Silver
712053033,Existing Customer,46,M,2,Unknown,Single,Blue
794482158,Existing Customer,46,M,3,College,Single,Silver
780450708,Attrited Customer,58,M,1,College,Single,Silver
710016708,Existing Customer,44,F,3,Graduate,Married,Silver
709434408,Existing Customer,42,M,3,Unknown,Married,Blue
778716783,Existing Customer,50,M,2,Unknown,Married,Blue
712447758,Existing Customer,46,M,2,Graduate,Married,Blue
779435883,Existing Customer,37,M,3,High School,Unknown,Blue
719918358,Existing Customer,57,F,3,Graduate,Unknown,Blue
720474408,Existing Customer,52,M,2,Graduate,Single,Blue
719401158,Existing Customer,62,F,0,Post-Graduate,Single,Blue
778430733,Existing Customer,45,M,5,High School,Unknown,Blue
717583908,Existing Customer,57,M,1,High School,Single,Blue
823519458,Existing Customer,44,F,3,Graduate,Married,Blue
712381683,Existing Customer,42,F,4,Unknown,Married,Blue
716045508,Existing Customer,40,F,2,Unknown,Single,Blue
820936533,Existing Customer,47,M,3,Graduate,Unknown,Blue
721227258,Existing Customer,51,M,1,Post-Graduate,Married,Silver
771304383,Existing Customer,45,F,3,High School,Married,Blue
717600483,Existing Customer,50,M,2,Unknown,Married,Blue
778865583,Existing Customer,46,M,3,Graduate,Married,Blue
709871658,Existing Customer,47,F,1,Unknown,Single,Blue
818280108,Existing Customer,43,F,4,High School,Single,Blue
716350008,Existing Customer,52,M,1,Uneducated,Married,Blue
778172583,Existing Customer,46,F,3,High School,Single,Blue
719121708,Existing Customer,41,M,2,Graduate,Married,Silver
714342033,Attrited Customer,52,M,1,High School,Married,Blue
788811558,Existing Customer,52,F,1,High School,Married,Blue
788943333,Attrited Customer,51,M,3,Post-Graduate,Married,Silver
719258433,Existing Customer,49,M,5,Graduate,Single,Blue
717895833,Existing Customer,55,M,3,College,Single,Blue
711550983,Existing Customer,46,M,1,Graduate,Divorced,Blue
714077583,Attrited Customer,43,M,3,Post-Graduate,Married,Platinum
720939933,Attrited Customer,46,F,4,Unknown,Single,Blue
716725008,Existing Customer,49,M,4,High School,Married,Blue
788824083,Existing Customer,41,M,2,Uneducated,Single,Blue
716335983,Existing Customer,37,M,2,High School,Single,Blue
719157933,Existing Customer,51,M,2,Uneducated,Married,Blue
716704158,Existing Customer,50,M,1,Doctorate,Married,Blue
716258358,Existing Customer,57,M,2,Uneducated,Single,Blue
827904183,Existing Customer,40,M,4,Uneducated,Married,Blue
820394733,Existing Customer,52,M,0,College,Married,Gold
716574033,Existing Customer,45,F,3,High School,Divorced,Silver
736786908,Existing Customer,48,F,2,College,Married,Blue
774099708,Existing Customer,39,F,3,High School,Single,Blue
714282333,Existing Customer,49,F,4,College,Married,Blue
717471933,Existing Customer,45,M,2,Unknown,Married,Blue
818316108,Existing Customer,43,F,1,Graduate,Married,Blue
709838508,Existing Customer,45,M,3,Graduate,Divorced,Silver
716212383,Attrited Customer,38,M,1,High School,Single,Blue
757667133,Attrited Customer,54,M,2,College,Single,Blue
794571108,Attrited Customer,39,M,2,Graduate,Divorced,Silver
711370458,Existing Customer,49,F,5,Graduate,Married,Gold
788528958,Existing Customer,45,M,4,Graduate,Single,Blue
716745408,Existing Customer,54,M,1,High School,Single,Blue
771752508,Existing Customer,40,F,3,Doctorate,Married,Blue
788916933,Existing Customer,49,M,5,College,Married,Gold
714938733,Attrited Customer,48,M,1,Post-Graduate,Single,Blue
761818758,Existing Customer,43,M,1,Graduate,Single,Blue
714422058,Existing Customer,42,M,3,Graduate,Single,Blue
712191783,Existing Customer,49,M,4,High School,Married,Gold
716319258,Existing Customer,43,M,4,Uneducated,Single,Blue
719813058,Existing Customer,44,F,5,Unknown,Married,Blue
712351908,Existing Customer,45,M,3,High School,Unknown,Blue
716742483,Existing Customer,38,F,1,Graduate,Single,Blue
708160008,Existing Customer,44,M,1,Uneducated,Married,Blue
709269708,Existing Customer,45,M,4,Graduate,Single,Platinum
779098308,Existing Customer,51,F,2,College,Married,Blue
717257658,Existing Customer,41,M,3,Graduate,Single,Blue
775112958,Existing Customer,51,M,1,Unknown,Married,Blue
788812608,Existing Customer,56,F,2,Uneducated,Single,Blue
711002058,Existing Customer,42,M,4,Unknown,Single,Blue
716199408,Attrited Customer,52,F,2,Graduate,Single,Blue
718100808,Existing Customer,49,F,1,Uneducated,Married,Gold
790051758,Attrited Customer,50,M,2,Graduate,Single,Blue
772430733,Existing Customer,42,M,2,Graduate,Married,Blue
713460258,Existing Customer,45,F,0,Doctorate,Married,Silver
820036533,Existing Customer,50,M,4,Unknown,Married,Blue
719785683,Existing Customer,41,M,4,Post-Graduate,Married,Blue
711830433,Existing Customer,44,F,3,College,Single,Blue
807393558,Attrited Customer,51,M,4,Unknown,Single,Silver
718306308,Existing Customer,48,M,4,Graduate,Married,Blue
772725408,Existing Customer,40,M,3,Uneducated,Divorced,Blue
711183558,Existing Customer,49,M,0,High School,Single,Blue
720317658,Existing Customer,43,M,2,Graduate,Single,Blue
710596983,Existing Customer,51,M,1,Uneducated,Single,Blue
716986458,Existing Customer,44,F,3,High School,Single,Blue
717382608,Existing Customer,59,M,1,Graduate,Single,Silver
825767658,Existing Customer,49,M,2,Graduate,Single,Gold
717513933,Existing Customer,38,M,3,College,Single,Blue
789186858,Existing Customer,52,M,2,Graduate,Married,Blue
717658758,Existing Customer,49,M,4,Graduate,Single,Silver
715575258,Existing Customer,47,M,2,Graduate,Single,Blue
714975633,Existing Customer,51,F,2,High School,Single,Blue
715396983,Existing Customer,46,M,1,Uneducated,Married,Blue
712624383,Existing Customer,52,M,4,College,Single,Silver
721335558,Existing Customer,57,F,2,Graduate,Single,Blue
711167808,Attrited Customer,40,M,4,Unknown,Single,Blue
713761608,Existing Customer,44,M,3,Graduate,Divorced,Silver
713367858,Existing Customer,47,M,3,Unknown,Single,Blue
710489583,Existing Customer,41,F,3,Graduate,Unknown,Blue
720422358,Existing Customer,42,M,1,Post-Graduate,Single,Gold
772098858,Existing Customer,44,F,4,Uneducated,Married,Blue
789304983,Existing Customer,44,M,0,Unknown,Married,Silver
779257233,Existing Customer,47,M,2,Uneducated,Single,Blue
717579258,Attrited Customer,36,M,1,Unknown,Unknown,Blue
709418508,Existing Customer,45,M,2,Graduate,Married,Blue
778439883,Existing Customer,50,M,1,High School,Unknown,Blue
716063583,Existing Customer,41,M,3,High School,Divorced,Blue
716609433,Attrited Customer,55,M,2,High School,Divorced,Blue
721053633,Existing Customer,45,M,2,College,Single,Blue
711559008,Existing Customer,40,F,4,Post-Graduate,Single,Blue
718698558,Existing Customer,43,M,3,College,Single,Blue
770190258,Existing Customer,49,F,3,Graduate,Married,Blue
709008708,Existing Customer,47,M,3,College,Married,Blue
823922208,Existing Customer,49,M,3,Unknown,Single,Blue
718457058,Existing Customer,43,M,4,High School,Married,Blue
708472008,Existing Customer,44,F,3,Uneducated,Married,Blue
710395233,Existing Customer,42,F,2,Graduate,Single,Silver
716732958,Existing Customer,44,F,2,High School,Married,Blue
780108408,Existing Customer,52,M,2,Graduate,Married,Blue
720962208,Attrited Customer,42,M,2,Post-Graduate,Married,Blue
714019083,Existing Customer,40,F,1,Graduate,Married,Blue
721225083,Existing Customer,54,F,2,Unknown,Divorced,Blue
819109308,Existing Customer,62,M,0,Graduate,Divorced,Blue
721029858,Existing Customer,52,F,3,Graduate,Single,Blue
716762733,Existing Customer,50,F,2,Doctorate,Single,Blue
710260983,Existing Customer,51,F,4,Graduate,Divorced,Blue
793608258,Attrited Customer,54,F,3,Graduate,Single,Silver
719677758,Existing Customer,39,F,1,Unknown,Married,Blue
771411408,Attrited Customer,50,M,1,Post-Graduate,Unknown,Blue
794191008,Existing Customer,46,M,2,College,Married,Blue
708905733,Existing Customer,45,M,5,Uneducated,Single,Blue
788327358,Existing Customer,61,M,1,Graduate,Single,Blue
751974258,Existing Customer,51,M,3,Unknown,Unknown,Blue
805516608,Existing Customer,50,M,1,Graduate,Married,Silver
720006333,Attrited Customer,48,M,2,College,Divorced,Blue
780114558,Existing Customer,50,M,1,High School,Married,Blue
713090658,Existing Customer,58,F,2,Uneducated,Single,Blue
718889508,Existing Customer,46,M,2,College,Divorced,Blue
824799108,Existing Customer,46,F,3,High School,Married,Blue
788618208,Existing Customer,42,F,5,Unknown,Single,Blue
713133258,Existing Customer,38,M,3,Unknown,Single,Silver
717370533,Existing Customer,40,M,3,Post-Graduate,Single,Blue
720425508,Existing Customer,43,M,5,Graduate,Single,Blue
712948383,Existing Customer,48,M,4,Graduate,Married,Gold
712839633,Existing Customer,38,M,2,Uneducated,Single,Blue
820330008,Existing Customer,46,M,5,High School,Married,Blue
826150608,Existing Customer,44,M,4,Uneducated,Unknown,Silver
779187783,Existing Customer,50,M,2,Unknown,Single,Blue
720809358,Existing Customer,39,M,1,College,Unknown,Blue
714054408,Existing Customer,50,M,3,College,Unknown,Blue
789827208,Existing Customer,41,F,5,Graduate,Married,Blue
718308558,Existing Customer,49,F,4,Graduate,Divorced,Blue
801064833,Existing Customer,42,M,3,Graduate,Married,Blue
719838558,Existing Customer,46,M,2,Uneducated,Single,Blue
714510483,Existing Customer,44,M,3,Graduate,Single,Gold
718246458,Existing Customer,53,M,3,Graduate,Single,Blue
710822808,Existing Customer,51,M,0,College,Single,Blue
791730183,Attrited Customer,38,F,2,College,Unknown,Blue
709722858,Existing Customer,50,M,1,Graduate,Married,Blue
712582983,Attrited Customer,47,F,3,Graduate,Married,Silver
714999483,Existing Customer,38,M,4,Uneducated,Unknown,Silver
711388458,Existing Customer,45,M,3,High School,Married,Blue
796174983,Existing Customer,52,M,2,High School,Single,Blue
712918083,Existing Customer,44,F,1,Unknown,Single,Blue
715459158,Existing Customer,35,F,4,High School,Unknown,Blue
712687083,Existing Customer,44,M,3,Graduate,Married,Blue
713003358,Attrited Customer,40,M,3,Graduate,Single,Blue
812443458,Existing Customer,57,M,4,Graduate,Single,Blue
712984983,Existing Customer,43,F,2,Unknown,Married,Blue
708826158,Existing Customer,45,F,4,Uneducated,Divorced,Blue
788725608,Existing Customer,44,F,3,Graduate,Single,Blue
717559533,Existing Customer,47,M,3,Graduate,Married,Silver
720443358,Existing Customer,50,M,2,Unknown,Married,Blue
806694333,Existing Customer,44,F,4,Unknown,Married,Blue
709770408,Existing Customer,51,M,2,Graduate,Married,Silver
718259433,Attrited Customer,45,F,3,High School,Married,Blue
770705208,Existing Customer,44,F,2,Unknown,Single,Gold
720655833,Attrited Customer,48,F,4,High School,Married,Blue
797898858,Existing Customer,40,F,2,Uneducated,Single,Blue
779548008,Existing Customer,50,M,2,Graduate,Single,Silver
718388733,Existing Customer,38,F,1,College,Unknown,Blue
711742758,Attrited Customer,43,F,5,College,Single,Blue
757863258,Existing Customer,45,F,4,Graduate,Unknown,Blue
711947358,Existing Customer,49,M,4,Uneducated,Married,Blue
712157958,Attrited Customer,44,M,3,High School,Married,Blue
814760358,Existing Customer,53,M,3,Graduate,Unknown,Blue
710192283,Existing Customer,46,M,4,Post-Graduate,Married,Blue
718977483,Existing Customer,56,M,4,Graduate,Single,Blue
712129158,Existing Customer,63,M,0,Uneducated,Single,Blue
714880533,Existing Customer,40,M,5,Graduate,Single,Blue
808287408,Existing Customer,45,M,5,Graduate,Married,Blue
709619433,Existing Customer,52,M,2,Doctorate,Married,Blue
708881583,Existing Customer,50,M,2,Uneducated,Married,Blue
711332883,Attrited Customer,62,M,1,High School,Single,Blue
717696333,Attrited Customer,44,M,4,Unknown,Married,Blue
820587258,Existing Customer,45,F,4,Graduate,Married,Silver
768733533,Existing Customer,53,M,5,Uneducated,Unknown,Blue
779779083,Existing Customer,38,F,3,High School,Single,Gold
720735408,Existing Customer,44,F,4,Doctorate,Married,Blue
819160158,Existing Customer,42,M,3,Uneducated,Married,Blue
804601833,Existing Customer,44,M,2,High School,Unknown,Silver
