Fatura_Cod,Produto,Quantidade,Preco_Unitario,Fatura_Total,Data,Cliente_Cod,Dist_Cod
8597870,FRUIT SALAD,3,1.29,3.87,04/06/2024 17:15,720924633,28084-249525
1406256,POWER BANK CHARGER,2,9.99,19.98,04/06/2024 17:20,714777858,23590-231285
9307569,AROMATHERAPY DIFFUSER,1,3.49,3.49,04/06/2024 17:25,719996958,15098-156012
6117274,MODERN WALL ART PRINT,1,4.2,4.2,04/06/2024 17:30,780032208,28738-250876
5635285,WATER BOTTLE WITH FILTER,3,1.49,4.47,04/06/2024 17:35,713536158,15843-156788
7353906,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,04/06/2024 17:40,715259583,16969-177405
1885571,DIY CANDLE MAKING KIT,2,5.2,10.4,04/06/2024 17:45,713263758,13876-108432
1341762,SHORT NIKE M,3,2.0,6.0,04/06/2024 17:50,779155158,32670-135967
2690529,SUNSCREEN SPF 50,1,1.99,1.99,04/06/2024 17:55,710322033,6614-68942
4936196,LUXURY CANDLE SET,2,4.99,9.98,04/06/2024 18:00,771106458,16532-172284
4163433,WATER BOTTLE WITH FILTER,3,1.49,4.47,04/06/2024 18:05,712509108,11599-103470
9462225,PORTABLE BLUETOOTH SPEAKER,2,17.99,35.98,04/06/2024 18:10,717986058,72735-69660
8562620,BLUE COAT RACK PARIS FASHION,1,22.29,22.29,04/06/2024 18:15,708831858,298-1499
2790036,BLUE COAT RACK PARIS FASHION,1,22.29,22.29,04/06/2024 18:20,713617608,47006-245005
5064043,INSTANT CAMERA FILM,3,0.99,2.97,04/06/2024 18:25,710032608,1566-139207
5119906,FIRST AID KIT,2,3.99,7.98,04/06/2024 18:30,708269583,25913-242932
5246489,HANDMADE SOAP BAR,2,2.49,4.98,04/06/2024 18:35,717954333,49661-270226
2030550,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,04/06/2024 18:40,719281533,21386-208584
8254139,ORGANIC TEA INFUSIONS,2,3.0,6.0,04/06/2024 18:45,717928308,17856-186725
2898924,PERSONALIZED NOTEBOOK,2,1.89,3.78,04/06/2024 18:50,712834533,362-253
6688432,FOLDABLE SHOPPING BAG,3,0.99,2.97,04/06/2024 18:55,770632758,5288-228806
5679895,BOARD GAMES COLLECTION,3,9.99,29.97,04/06/2024 19:00,710547783,75852-100840
7375066,PERSONALIZED NOTEBOOK,3,1.89,5.67,04/06/2024 19:05,771183933,18816-195144
7649841,FROZEN YOGURT,3,1.99,5.97,04/06/2024 19:10,720644883,31872-108681
4709099,WIRELESS EARBUDS,3,32.49,97.47,04/06/2024 19:15,711040758,22663-223584
1827235,EMERGENCY BLANKET,3,2.99,8.97,04/06/2024 19:20,708669408,3301-12515
2488049,LUXURY BATH BOMB SET,3,335.8,1007.4,04/06/2024 19:25,715760733,10246-99465
5310025,MINIATURE TERRARIUM,3,2.79,8.37,04/06/2024 19:30,811467708,22639-218204
5268994,HIGH QUALITY COFFEE BEANS,1,1.79,1.79,04/06/2024 19:35,737052258,22430-217004
7804307,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,04/06/2024 19:40,717392358,24588-235927
5150976,SMART WATCH FITNESS TRACKER,2,32.99,65.98,04/06/2024 19:45,710402508,25764-242369
4523458,WATER BOTTLE WITH FILTER,1,1.49,1.49,04/06/2024 19:50,712137033,15398-160971
3030325,CLASSIC BLACK SUNGLASSES,1,3.71,3.71,04/06/2024 19:55,710802258,41028-139505
6432184,FRUIT SALAD,1,1.29,1.29,04/06/2024 20:00,712732908,18523-188468
9889474,PIZZA SLICES,3,3.99,11.97,04/06/2024 20:05,787623858,5817-5525
5419080,HEADPHONES WITH NOISE CANCELLATION,1,25.99,25.99,04/06/2024 20:10,708801108,70029-106533
3610658,DIY CANDLE MAKING KIT,3,5.2,15.6,04/06/2024 20:15,719356008,78098-106795
5258202,VEGAN BURGERS,3,3.49,10.47,04/06/2024 20:20,826421958,2911-90584
2857712,REUSABLE GROCERY BAGS,1,1.99,1.99,04/06/2024 20:25,715759458,49735-250877
1921659,REUSABLE GROCERY BAGS,2,1.99,3.98,04/06/2024 20:30,755220783,11374-103921
6007300,DIY KITS FOR BEGINNERS,2,4.5,9.0,04/06/2024 20:35,715102308,2761-84821
2680114,FOLDABLE SHOPPING BAG,3,0.99,2.97,04/06/2024 20:40,712500933,3572-86323
6027642,VELVET CUSHION COVER,3,9.45,28.35,04/06/2024 20:45,711136008,31909-124465
4954828,TRAVEL BACKPACK,1,11.99,11.99,04/06/2024 20:50,768181608,4666-100575
4138924,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,04/06/2024 20:55,711421233,16976-171604
2953505,EMERGENCY BLANKET,3,2.99,8.97,04/06/2024 21:00,719336583,18889-160744
9493299,FROZEN YOGURT,1,1.99,1.99,04/06/2024 21:05,711448983,26807-245687
2871164,ORGANIC TEA INFUSIONS,3,3.0,9.0,04/06/2024 21:10,712578933,29629-254259
1523288,CHOCOLATE CHIP COOKIES,2,10.77,21.54,04/06/2024 21:15,718383183,32469-138173
1003416,WATERPROOF PHONE CASE,3,0.85,2.55,04/06/2024 21:20,713187033,23540-230965
4900414,PERSONALIZED NOTEBOOK,3,1.89,5.67,04/06/2024 21:25,712554183,872-1783
2982625,WIRELESS EARBUDS,1,32.49,32.49,04/06/2024 21:30,771062733,11849-104257
7725702,DIY KITS FOR BEGINNERS,2,4.5,9.0,04/06/2024 21:35,711263058,24396-237662
2685476,PIZZA SLICES,1,3.99,3.99,04/06/2024 21:40,742778358,22961-226744
1175437,RAINBOW UNICORN T-SHIRT,3,3.12,9.36,04/06/2024 21:45,808281483,9603-97233
2227539,GIN TONIC ABSOLUT,3,2.43,7.29,04/06/2024 21:50,717548358,15458-161684
6084246,PERSONALIZED NOTEBOOK,3,1.89,5.67,04/06/2024 21:55,819975183,3650-138928
7832250,MODERN WALL ART PRINT,2,4.2,8.4,04/06/2024 22:00,710032608,40401-71540
5287473,TRAVEL BACKPACK,1,11.99,11.99,04/06/2024 22:05,720756708,28232-250138
4587145,EMERGENCY BLANKET,2,2.99,5.98,04/06/2024 22:10,768364233,21980-216607
2940057,ORGANIC HONEY,3,1.49,4.47,04/06/2024 22:15,714454758,19443-197088
6533494,LUXURY CANDLE SET,3,4.99,14.97,04/06/2024 22:20,788980983,30075-12775
5222433,ORGANIC HONEY,1,1.49,1.49,04/06/2024 23:20,711874833,26838-245767
2137192,VEGAN BURGERS,3,3.49,10.47,04/06/2024 23:25,719335233,7609-27810
9787607,CHESS SET,2,27.99,55.98,04/06/2024 23:30,711420258,30582-98004
3289029,SHORT NIKE M,3,2.0,6.0,04/06/2024 23:35,719963433,24856-227224
5608325,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,04/06/2024 23:40,794504658,19929-203184
6157323,FIRST AID KIT,2,3.99,7.98,04/06/2024 23:45,715220508,26030-243146
4743460,FOLDABLE SHOPPING BAG,1,0.99,0.99,04/06/2024 23:50,792152283,10618-100981
3249282,LUXURY BATH BOMB SET,3,335.8,1007.4,04/06/2024 23:55,720777558,25815-233547
2610495,DIY KITS FOR BEGINNERS,1,4.5,4.5,05/06/2024 00:00,720807183,5101-138870
6152983,RAINBOW UNICORN T-SHIRT,2,3.12,6.24,05/06/2024 00:05,709695333,5792-165544
9867088,VINTAGE STYLE WALL CLOCK,1,5.99,5.99,05/06/2024 00:10,712441308,15488-157144
4478496,TRAVEL ADAPTERS SET,2,2.2,4.4,05/06/2024 00:15,710496708,817-2015
5941420,PORTABLE BLUETOOTH SPEAKER,2,17.99,35.98,05/06/2024 00:22,825756333,76762-104588
6571920,FRESHLY BAKED BREAD,2,1.49,2.98,05/06/2024 00:25,789662283,18138-184064
2255665,LUXURY CANDLE SET,3,4.99,14.97,05/06/2024 00:30,712347258,21193-209749
4306102,MODERN WALL ART PRINT,3,4.2,12.6,05/06/2024 00:35,720190083,28088-249905
9822693,SMART WATCH FITNESS TRACKER,1,32.99,32.99,05/06/2024 00:40,780230208,17727-179364
3423862,HANDMADE CERAMIC MUG,2,3.3,6.6,05/06/2024 00:45,721236408,23225-228833
8976388,VELVET CUSHION COVER,3,9.45,28.35,05/06/2024 00:50,715829358,5283-284
9629274,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,05/06/2024 00:55,718414008,40213-99693
9001824,SUNSCREEN SPF 50,3,1.99,5.97,05/06/2024 01:00,802013583,2805-89441
4514989,HANDMADE CERAMIC MUG,1,3.3,3.3,05/06/2024 01:05,709175208,50093-272805
6379727,MODERN WALL ART PRINT,1,4.2,4.2,05/06/2024 01:10,713177808,7137-150410
6710827,VEGAN BURGERS,1,3.49,3.49,05/06/2024 01:15,712523283,25454-234144
6678551,SUSHI MAKING KIT,1,6.99,6.99,05/06/2024 01:20,711879633,31357-105954
6927007,MODERN WALL ART PRINT,1,4.2,4.2,05/06/2024 01:25,713692683,23443-230164
6316229,FRUIT SALAD,1,1.29,1.29,05/06/2024 01:30,715193433,72932-93905
1481573,VEGAN BURGERS,1,3.49,3.49,05/06/2024 01:35,821815458,74679-94733
3312247,CHOCOLATE CAKE,1,2.99,2.99,05/06/2024 01:40,719562108,74598-87920
2966180,FROZEN YOGURT,2,1.99,3.98,05/06/2024 01:45,710952933,23997-234584
6944903,FIRST AID KIT,3,3.99,11.97,05/06/2024 01:50,825850383,34257-65747
5688367,WIRELESS EARBUDS,3,32.49,97.47,05/06/2024 01:55,797638383,32792-137351
2413119,SUSHI MAKING KIT,3,6.99,20.97,05/06/2024 02:00,710045058,7889-24827
8290789,SMART WATCH FITNESS TRACKER,2,32.99,65.98,05/06/2024 02:05,710088483,3095-135295
1341262,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,05/06/2024 02:10,708927108,8578-82640
5156505,LUXURY BATH BOMB SET,2,335.8,671.6,05/06/2024 02:15,713447583,22831-208833
4263657,SMART WATCH FITNESS TRACKER,1,32.99,32.99,05/06/2024 02:20,717084708,19711-188452
7703739,EMERGENCY BLANKET,3,2.99,8.97,05/06/2024 02:25,788950158,17113-113925
6525512,SUNSCREEN SPF 50,3,1.99,5.97,05/06/2024 02:30,779018508,17170-180016
1565328,VELVET CUSHION COVER,1,9.45,9.45,05/06/2024 02:35,780497958,15807-164745
9344611,PIZZA SLICES,2,3.99,7.98,05/06/2024 02:40,789833583,24280-236986
5978517,TRAVEL ADAPTERS SET,2,2.2,4.4,05/06/2024 02:45,714393708,1333-140427
1301608,PERSONALIZED NOTEBOOK,3,1.89,5.67,05/06/2024 02:50,715880283,2732-85185
5604162,VELVET CUSHION COVER,3,9.45,28.35,05/06/2024 02:55,789220008,21423-211904
9671714,PORTABLE BLUETOOTH SPEAKER,1,17.99,17.99,05/06/2024 03:00,710149008,18019-176490
6361760,HEADPHONES WITH NOISE CANCELLATION,1,25.99,25.99,05/06/2024 03:05,713557533,21310-211247
3270669,CHOCOLATE CHIP COOKIES,1,10.77,10.77,05/06/2024 03:10,711799458,33239-66323
2552233,SHORT NIKE M,2,2.0,4.0,05/06/2024 03:15,714389058,8606-93575
8864582,RAINBOW UNICORN T-SHIRT,1,3.12,3.12,05/06/2024 03:20,797234508,16595-173384
2012172,EMERGENCY BLANKET,1,2.99,2.99,05/06/2024 03:25,716462658,28835-251451
8036461,EMERGENCY BLANKET,1,2.99,2.99,05/06/2024 03:30,714139308,17473-173684
1352604,SPACEBOY LUNCH BOX,1,1.0,1.0,05/06/2024 03:35,789370383,5258-849
6394052,POWER BANK CHARGER,2,9.99,19.98,2024-06-19 19:35:00,713203908,9297-94984
9309699,FOLDABLE SHOPPING BAG,2,0.99,1.98,2024-06-19 19:40:00,819606258,3420-93705
6877570,HEADPHONES WITH NOISE CANCELLATION,1,25.99,25.99,2024-06-19 19:42:00,801786483,18576-191944
2178651,LUXURY CANDLE SET,1,4.99,4.99,19/06/2024 19:44,708831858,15048-157220
7471376,SHORT NIKE M,1,2.0,2.0,19/06/2024 19:51,714912408,18898-185344
5663882,HANDMADE CERAMIC MUG,3,3.3,9.9,19/06/2024 19:58,720385608,19590-198304
5598171,MODERN WALL ART PRINT,3,4.2,12.6,19/06/2024 20:00,717112533,7557-15836
4458199,FRESHLY BAKED BREAD,1,1.49,1.49,19/06/2024 20:04,719019483,25179-239967
2507993,HEADPHONES WITH NOISE CANCELLATION,3,25.99,77.97,19/06/2024 20:08,808273533,23093-227647
2170007,PINK FLAMINGO BEACH TOWEL,3,3.69,11.07,19/06/2024 20:12,710178558,47646-259365
2407407,GIN TONIC ABSOLUT,3,2.43,7.29,19/06/2024 20:16,771058908,21344-210885
2557482,GIN TONIC ABSOLUT,3,2.43,7.29,19/06/2024 20:20,779442783,26286-244212
5101936,PERSONALIZED NOTEBOOK,2,1.89,3.78,19/06/2024 20:24,713497983,73805-108625
5196736,SPICED TEA MIX,3,0.99,2.97,19/06/2024 20:28,720872433,17533-183068
3756064,HANDMADE CERAMIC MUG,3,3.3,9.9,19/06/2024 20:32,711814608,48127-261288
4976175,EMERGENCY BLANKET,2,2.99,5.98,19/06/2024 20:36,709373883,40419-93027
6620522,HANDMADE CERAMIC MUG,2,3.3,6.6,19/06/2024 20:40,826762908,31038-144485
7988540,BOARD GAMES COLLECTION,3,9.99,29.97,19/06/2024 20:44,721060083,17129-178707
9768747,VEGAN BURGERS,1,3.49,3.49,19/06/2024 20:48,709102458,15263-157904
9172110,DIGITAL DRAWING TABLET,2,8.99,17.98,19/06/2024 20:52,713854608,15821-141204
2231522,PIZZA SLICES,1,3.99,3.99,19/06/2024 20:56,717551358,25018-238763
7546727,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,19/06/2024 21:00,720122808,16071-168044
1885342,SUNSCREEN SPF 50,2,1.99,3.98,19/06/2024 21:04,711847833,13946-112245
3332855,EMERGENCY BLANKET,1,2.99,2.99,19/06/2024 21:08,789079758,74795-99751
2034762,PORTABLE BLUETOOTH SPEAKER,2,17.99,35.98,19/06/2024 21:12,708173433,27779-242428
8552041,BOARD GAMES COLLECTION,2,9.99,19.98,19/06/2024 21:16,720555483,9759-247809
9266787,POWER BANK CHARGER,2,9.99,19.98,19/06/2024 21:20,766131033,29578-254333
2612388,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,19/06/2024 21:24,822984108,17012-169624
3298126,EMERGENCY BLANKET,1,2.99,2.99,19/06/2024 21:28,798280683,15864-136345
3835105,HEADPHONES WITH NOISE CANCELLATION,2,25.99,51.98,19/06/2024 21:32,710511858,3948-153125
1485049,PIZZA SLICES,3,3.99,11.97,19/06/2024 21:36,713914683,23104-227444
8277112,WIRELESS EARBUDS,3,32.49,97.47,19/06/2024 21:40,711967158,18498-180305
4110647,SPICED TEA MIX,1,0.99,0.99,19/06/2024 21:44,718271958,19532-194625
1910335,DIY KITS FOR BEGINNERS,1,4.5,4.5,19/06/2024 21:48,720118908,3034-137399
8272573,CHOCOLATE CAKE,3,2.99,8.97,19/06/2024 21:52,737921733,6511-64039
6211195,SUSHI MAKING KIT,2,6.99,13.98,19/06/2024 21:56,717139608,16003-165209
2321613,WATERPROOF PHONE CASE,3,0.85,2.55,19/06/2024 22:00,803028858,9438-95597
6920052,HANDMADE SOAP BAR,3,2.49,7.47,19/06/2024 22:04,759823158,11297-103802
6988772,SPICED TEA MIX,2,0.99,1.98,19/06/2024 22:08,709990983,8495-41081
8837251,REUSABLE GROCERY BAGS,1,1.99,1.99,19/06/2024 22:12,778574283,33746-96051
7222549,WATER BOTTLE WITH FILTER,1,1.49,1.49,19/06/2024 22:16,714427608,638-355
4659284,INSTANT CAMERA FILM,3,0.99,2.97,19/06/2024 22:20,712364283,7831-78980
2613990,BOARD GAMES COLLECTION,3,9.99,29.97,19/06/2024 22:24,714566133,18757-193708
5797869,SMART WATCH FITNESS TRACKER,3,32.99,98.97,19/06/2024 22:28,780265458,47422-258104
1626573,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,19/06/2024 22:32,816084333,74397-83225
3574456,FRUIT SALAD,2,1.29,2.58,19/06/2024 22:36,710164683,25039-239665
5477841,CHOCOLATE CAKE,1,2.99,2.99,19/06/2024 22:40,721023708,22279-219004
8574857,INSTANT CAMERA FILM,3,0.99,2.97,19/06/2024 22:44,709361058,523-467
6501345,HANDMADE CERAMIC MUG,1,3.3,3.3,19/06/2024 22:48,816094233,6874-85694
7331562,PERSONALIZED NOTEBOOK,3,1.89,5.67,19/06/2024 22:52,713261133,27683-248007
6324581,RAINBOW UNICORN T-SHIRT,3,3.12,9.36,19/06/2024 22:56,716766033,5156-148608
1578104,PERSONALIZED NOTEBOOK,1,1.89,1.89,19/06/2024 23:00,788835408,74185-35859
4985777,BOARD GAMES COLLECTION,2,9.99,19.98,19/06/2024 23:04,709398708,75638-86500
4829413,INSTANT CAMERA FILM,2,0.99,1.98,19/06/2024 23:08,717667833,27575-247970
9527424,ORGANIC HONEY,3,1.49,4.47,19/06/2024 23:12,717666783,30628-100745
1653729,CHOCOLATE CAKE,3,2.99,8.97,19/06/2024 23:16,711459483,19325-198325
1732509,PINK FLAMINGO BEACH TOWEL,1,3.69,3.69,19/06/2024 23:20,711204483,18448-179565
2690900,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,19/06/2024 23:24,708242283,48608-264144
5833212,SPICED TEA MIX,3,0.99,2.97,19/06/2024 23:28,718388733,29457-253887
4968369,PERSONALIZED NOTEBOOK,2,1.89,3.78,19/06/2024 23:32,716988633,4661-99980
8356536,DIY CANDLE MAKING KIT,2,5.2,10.4,19/06/2024 23:36,709078908,72437-5061
9192954,SUSHI MAKING KIT,2,6.99,13.98,19/06/2024 23:40,708314808,25436-229285
5256602,HIGH QUALITY COFFEE BEANS,2,1.79,3.58,19/06/2024 23:44,711069483,21127-209311
6413736,SUNSCREEN SPF 50,2,1.99,3.98,19/06/2024 23:48,721247883,76364-97139
4481928,CLASSIC BLACK SUNGLASSES,3,3.71,11.13,19/06/2024 23:52,710507733,76707-97493
9772169,DIGITAL DRAWING TABLET,3,8.99,26.97,19/06/2024 23:56,710542983,42801-93145
6363176,PORTABLE BLUETOOTH SPEAKER,1,17.99,17.99,20/06/2024 00:00,709558608,9527-95807
1776271,CLASSIC BLACK SUNGLASSES,2,3.71,7.42,20/06/2024 00:04,718225683,13454-106336
7594175,DIY KITS FOR BEGINNERS,2,4.5,9.0,20/06/2024 00:08,717836733,72722-57699
2009466,TRAVEL ADAPTERS SET,2,2.2,4.4,20/06/2024 00:12,721104708,79491-106608
8603688,BOARD GAMES COLLECTION,1,9.99,9.99,20/06/2024 00:16,805453908,17067-172004
6374274,FRESHLY BAKED BREAD,3,1.49,4.47,20/06/2024 00:20,714431058,21200-209865
6786686,CLASSIC BLACK SUNGLASSES,1,3.71,3.71,20/06/2024 00:24,719315508,6478-61339
5878797,DIGITAL DRAWING TABLET,1,8.99,8.99,20/06/2024 00:28,718041033,17383-176847
9596809,DIY KITS FOR BEGINNERS,3,4.5,13.5,20/06/2024 00:32,809358708,26136-242986
9588852,HANDMADE SOAP BAR,1,2.49,2.49,20/06/2024 00:36,717464958,47585-259004
1955158,FOLDABLE SHOPPING BAG,1,0.99,0.99,20/06/2024 00:44,711808383,72772-78880
1909826,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,20/06/2024 00:52,809445858,74566-79465
8118820,PINK FLAMINGO BEACH TOWEL,2,3.69,7.38,20/06/2024 01:00,804840033,33343-24907
3857286,MINIATURE TERRARIUM,3,2.79,8.37,20/06/2024 01:07,710797833,21056-99930
9437366,SUNSCREEN SPF 50,3,1.99,5.97,20/06/2024 01:08,721147383,20852-208193
9271955,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,20/06/2024 01:12,712980333,4447-77821
2502561,SMART WATCH FITNESS TRACKER,1,32.99,32.99,20/06/2024 01:20,719532108,31349-106597
6236309,BOARD GAMES COLLECTION,3,9.99,29.97,20/06/2024 01:28,713819283,5983-53919
1916637,SPACEBOY LUNCH BOX,3,1.0,3.0,20/06/2024 01:32,803938908,33142-71801
5901303,PERSONALIZED NOTEBOOK,3,1.89,5.67,20/06/2024 01:40,708303108,15951-156105
1977473,CHESS SET,1,27.99,27.99,20/06/2024 01:48,709405758,12397-85693
8544659,HEADPHONES WITH NOISE CANCELLATION,3,25.99,77.97,20/06/2024 01:56,771288258,23629-231644
4435962,PIZZA SLICES,3,3.99,11.97,20/06/2024 02:04,721480158,3077-125813
5900708,PIZZA SLICES,1,3.99,3.99,20/06/2024 02:12,713984208,72634-32359
1197733,BOARD GAMES COLLECTION,3,9.99,29.97,20/06/2024 02:20,712098033,38154-99071
2992748,SPICED TEA MIX,2,0.99,1.98,20/06/2024 02:24,710109633,17191-176384
3276229,BOARD GAMES COLLECTION,3,9.99,29.97,20/06/2024 02:32,711079308,19938-200465
3250809,FOLDABLE SHOPPING BAG,2,0.99,1.98,20/06/2024 02:40,712503408,30054-11658
7414313,SHORT NIKE M,3,2.0,6.0,20/06/2024 02:44,779945508,9663-97893
9033651,REUSABLE GROCERY BAGS,1,1.99,1.99,20/06/2024 02:48,714488433,26661-239307
2209053,BLUE COAT RACK PARIS FASHION,1,22.29,22.29,20/06/2024 02:56,712395408,79629-107175
8426248,ORGANIC TEA INFUSIONS,2,3.0,6.0,20/06/2024 03:04,712457208,15292-159464
4609520,TRAVEL BACKPACK,2,11.99,23.98,20/06/2024 03:12,712617408,32382-138012
8607710,GIN TONIC ABSOLUT,3,2.43,7.29,20/06/2024 03:20,714847983,18561-192224
2777120,TRAVEL BACKPACK,2,11.99,23.98,20/06/2024 03:28,714213708,15947-155025
8132256,TRAVEL BACKPACK,1,11.99,11.99,20/06/2024 03:36,711122958,74492-97261
6081643,REUSABLE GROCERY BAGS,1,1.99,1.99,20/06/2024 03:44,780322908,24068-232357
8504993,ORGANIC TEA INFUSIONS,3,3.0,9.0,20/06/2024 03:52,715205358,2746-88340
5475953,PIZZA SLICES,3,3.99,11.97,20/06/2024 04:00,721268133,4361-1347
5489373,EMERGENCY BLANKET,1,2.99,2.99,20/06/2024 04:08,709227033,26836-245773
1431395,SUNSCREEN SPF 50,2,1.99,3.98,20/06/2024 04:12,712973733,74959-99505
9117654,WATERPROOF PHONE CASE,2,0.85,1.7,20/06/2024 04:20,720827133,76380-97133
4384882,VEGAN BURGERS,2,3.49,6.98,20/06/2024 04:24,711734508,27427-247527
1620173,ORGANIC HONEY,3,1.49,4.47,20/06/2024 04:32,720731808,8614-93967
5074199,POWER BANK CHARGER,2,9.99,19.98,20/06/2024 04:40,780833058,76468-95631
1088749,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,20/06/2024 04:48,720251358,28642-250182
2875557,HANDMADE SOAP BAR,2,2.49,4.98,20/06/2024 04:56,720188508,14225-108521
4845800,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,20/06/2024 05:04,714190983,27845-248888
3894798,TRAVEL BACKPACK,3,11.99,35.97,20/06/2024 05:12,711711483,28483-248765
4603083,SUSHI MAKING KIT,2,6.99,13.98,20/06/2024 05:16,709253433,28211-249868
2124409,HANDMADE CERAMIC MUG,1,3.3,3.3,20/06/2024 05:24,719647383,25358-240686
2964794,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,20/06/2024 05:32,716864733,4573-96127
7666165,INSTANT CAMERA FILM,1,0.99,0.99,20/06/2024 05:40,787937058,34255-62699
8943791,EMERGENCY BLANKET,2,2.99,5.98,20/06/2024 05:48,751518633,4182-147824
6673614,SPICED TEA MIX,3,0.99,2.97,20/06/2024 05:56,713205108,27790-248735
5238976,CHOCOLATE CHIP COOKIES,1,10.77,10.77,20/06/2024 06:04,755593983,19047-164706
1856767,EMERGENCY BLANKET,1,2.99,2.99,20/06/2024 06:12,711206958,79632-114590
9725280,DIY CANDLE MAKING KIT,3,5.2,15.6,20/06/2024 06:20,717755058,16890-170646
3511334,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,20/06/2024 06:24,709579383,4605-94980
3876063,TRAVEL BACKPACK,1,11.99,11.99,20/06/2024 06:32,714487458,48498-263547
8961272,REUSABLE GROCERY BAGS,2,1.99,3.98,20/06/2024 06:40,712038258,76562-99399
4714168,WIRELESS EARBUDS,2,32.49,64.98,20/06/2024 06:48,714172158,10777-102332
5022303,REUSABLE GROCERY BAGS,1,1.99,1.99,20/06/2024 06:52,714939708,32698-135946
2309835,RAINBOW UNICORN T-SHIRT,1,3.12,3.12,20/06/2024 06:56,789556533,9560-97238
2303327,TRAVEL ADAPTERS SET,2,2.2,4.4,20/06/2024 07:04,714197133,12743-139673
8176705,TRAVEL ADAPTERS SET,1,2.2,2.2,20/06/2024 07:12,716345283,3438-93385
8625427,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,20/06/2024 07:16,771336783,8846-94863
4284845,CHOCOLATE CAKE,3,2.99,8.97,20/06/2024 07:24,789540108,70368-139826
6477943,WATER BOTTLE WITH FILTER,2,1.49,2.98,20/06/2024 07:32,793015083,29876-255629
4258091,HANDMADE CERAMIC MUG,1,3.3,3.3,20/06/2024 07:40,712709508,11064-103915
1336068,TRAVEL BACKPACK,1,11.99,11.99,20/06/2024 07:48,716308683,48185-261725
7095616,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,20/06/2024 07:56,708344358,20369-205046
1073379,EMERGENCY BLANKET,2,2.99,5.98,20/06/2024 08:04,713233908,24171-224044
1397919,FRESHLY BAKED BREAD,2,1.49,2.98,20/06/2024 08:12,780598383,21526-212084
6973274,CHESS SET,1,27.99,27.99,20/06/2024 08:16,712998033,49160-267364
8289672,ORGANIC TEA INFUSIONS,1,3.0,3.0,20/06/2024 08:24,718353633,5361-1173
3883749,PINK FLAMINGO BEACH TOWEL,1,3.69,3.69,20/06/2024 08:28,757247808,14560-108520
9717475,RAINBOW UNICORN T-SHIRT,3,3.12,9.36,20/06/2024 08:36,714902283,19830-196606
4318455,FROZEN YOGURT,2,1.99,3.98,20/06/2024 08:44,721460283,28241-249817
5888056,PIZZA SLICES,2,3.99,7.98,20/06/2024 08:52,827111283,25453-241069
3167700,TRAVEL ADAPTERS SET,1,2.2,2.2,20/06/2024 09:00,713163258,23778-231865
5652848,SUNSCREEN SPF 50,2,1.99,3.98,20/06/2024 09:04,772300383,6812-79895
5110990,ORGANIC TEA INFUSIONS,2,3.0,6.0,20/06/2024 09:08,778710783,13874-109745
4663716,BLUE COAT RACK PARIS FASHION,2,22.29,44.58,20/06/2024 09:16,789345408,20208-201324
5262878,HEADPHONES WITH NOISE CANCELLATION,1,25.99,25.99,20/06/2024 09:24,788730933,11652-104465
1685630,AROMATHERAPY DIFFUSER,3,3.49,10.47,20/06/2024 09:28,778865583,15963-166069
6330222,CHOCOLATE CAKE,1,2.99,2.99,20/06/2024 09:32,708856983,17571-183529
6128016,AROMATHERAPY DIFFUSER,3,3.49,10.47,20/06/2024 09:40,715672458,27094-246625
7296785,FOLDABLE SHOPPING BAG,2,0.99,1.98,20/06/2024 09:48,804708633,16920-176887
2894323,PIZZA SLICES,3,3.99,11.97,20/06/2024 09:56,712709508,73853-115667
4362741,FOLDABLE SHOPPING BAG,2,0.99,1.98,20/06/2024 10:00,712853358,4445-14131
6284422,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,20/06/2024 10:08,717531483,32092-107191
6566537,TRAVEL ADAPTERS SET,3,2.2,6.6,20/06/2024 10:16,712673283,7801-52999
8888417,MINIATURE TERRARIUM,1,2.79,2.79,20/06/2024 10:24,779571708,9464-96093
9825917,ORGANIC TEA INFUSIONS,3,3.0,9.0,20/06/2024 10:32,711717258,17243-180104
4966218,HANDMADE SOAP BAR,1,2.49,2.49,20/06/2024 10:40,770842833,13613-106969
